Hash,Ratio_Malicious/TotalAV
dffd2107af57ea519ccaa9a69e78d4bb,32/65
678de68f39d22502d407595ac9bb8be6,25/66
be474e9379494ccdaff07143847bfadb,29/66
4a7ac066b8a755f27b6e3eb12600de65,22/65
7b5ae766678383c8c79d3e4de799ad97,33/65
e6f84834ac5c0f440dfc0de0cdabaddb,32/66
83ced199d7496db09151c3034598e963,30/66
203f17d8c172fef56654b4e29b4f44aa,22/61
1f38df9ed5ec85efa73eb550a01f94d9,28/60
4b79c37bce246912b8c18998f14aed3c,25/66
98111a03a14ffd275f7d4dd3e850910b,31/66
f9447d6e058f757497175aec529cef20,24/60
3aef74c6382f29d796d0e71e22564593,23/61
3e6390d36c8899157b6ca44123f927c6,28/67
a747a9b3b0ab38561529ac5942a02327,25/62
1d5d7de1e8a3a542cfe38196960f6e8e,32/66
049f6f6a20f6b5f6de8b9e39e6ce54e2,40/67
5b9edeaeb1c20eef4e3b34a8bb019224,32/66
bc0199a7395724018c652b6c8a4a492f,34/67
92d9004c1291f1403a544b65469ec794,31/67
58b015a679715c550151bd3af6fc59ed,31/66
0cff35851095bcb73b21c19fc7c7b55d,20/66
0b1f2058ae7add213f15b7f19816d8d8,32/66
790b17bcce5333efb79f072db71dd50a,29/65
39b93477559618a0bd722d8e002799c5,38/66
65465c2c3bd8e94b3004f635c7abf53a,28/65
f393d4c78ca4fcf41627d23b6f3cff3b,27/66
088245a0be74182609fd1634166752e1,23/66
e64fe6b44b7e6862f914e44c8bc4dd5a,32/66
ae218f89e8df9b1cfa9ccd8745723eb2,11/66
dfdad0741bbfe7936b1c8df551cb53a3,33/66
36e4768eb5f913ed83031a76286a9174,27/65
4c95c7a478de3350126077139e0f2f9d,19/65
7c9c2ab247a8a914f073373c156c09c2,26/52
4acf73ada6267b7b97abf22dc423b88f,30/67
e12a29f305fc2ca706fb216d5a7ff5cb,27/67
65c751000225e0dc6ae58a3110c2955e,30/67
42d83322e027c0a9ce48c28aabba628e,33/67
919f9759ca854397e9faf28c0d829a2a,30/67
8600e795388db3ebd27cf3fc89b03747,32/66
147a2a6dd2c733b29e21464f3db7fbc2,9/66
0e64c4704269c8121453a2787e6cde25,9/66
fce011325ce127dc4b86334a07af3a5e,19/66
2166bc9711eb80efe0cfaafc7478d59e,33/67
a878cf6c8fd4911ebc5875e6f8a810a9,32/65
eda88ef875848faf85b718170d1dd083,31/67
182c1e454a640ca6103f960030ac586d,29/66
da787392e47ccf5d22a8604d258bfea9,24/65
c5bec008154dafeb7c44d29538a858a2,21/66
b8cd05df60335cbfeab76b205e2ac8e9,25/67
491a0b8fd881ba0759c6e9fc6cef8110,41/67
91a7707962bad8a09893da04e3b84bb8,42/67
7415e4e9f0185c4370198913fab3e9d3,28/67
abc8a649c668c0dccbc4241747e9a67a,31/67
4de1e3016ccb0c6f2dd2d3850f482d7b,30/66
1f5c7082f99625b94179e2305a52f8e7,29/67
c96390be01016b530d5c79d33f622309,32/66
0b7fecfbf16b8be8956918924fc81a7a,29/66
ac65552c7629d9f8812bad19157dcc0a,26/66
b4037b39825e1f82f984ea9a94ed7529,26/65
beffe18f64c7466d5d8d3331187fdb59,25/67
33b5c2af817840eacf24bc2a33763712,22/66
ed5fa1880597169e59b1bb060b9544a1,21/66
28aeae4f5b15daf711d95b608cc84c2a,33/67
46f94ed0d02298b993b83cd24eed0874,29/65
528d38fa8c226e0709e234cde2a3efa3,32/66
4b312b3e5538846b65161fa713655775,8/66
b03ef9e3e46b26a8ff99e830660cb00b,37/65
3c67284c7e21ce87f4876c6c647cae4a,31/66
d35a9d870b49224a2cd00f2aad42e6df,32/66
b89e0dd40bacb7517b7eb47031549522,8/67
97d3e4ccedaffac003e186f8066bc936,31/67
397f5ae8392a96e2bfc833513241fd65,32/64
3ae473285b73cd2e27cdea9f074e83ea,30/62
c7b7023336e819866d3728f435ae65b5,28/66
6359efacf9ec333afa5670c1295716c7,29/66
1adfb959240873eebe39de2f0cfb11aa,19/66
108e28a0988520a7291cf7a32862eee7,29/66
4f2538bd73b93b14ae0ac1e008d1c6b6,31/66
fa9f3aff848ba7d20bf2b73907e7910a,25/63
7a771cdf1410dbb4c90454e47b3ced32,31/64
40a774d3ff17030e090b90a7f2d5b468,31/67
58d404493a5e533694bc000ebdbc481b,34/66
f5523fcd0a56785758d1a810cdb31741,32/67
3d357d02213820303d51ad51aebf1acd,31/67
8fe9ad25df44370d5878ab6c7ef9725e,21/66
0e3a749eb3eaa57d445e51ae00675b95,28/67
65382d53441af4c4823dafeadd88825f,30/67
6d8a81d56d37e2b6a2f64cc6447e7879,31/66
57a6105082c42f50a79830fd92ff4c50,10/67
f80f0816056231e5ff74fb084e6cc226,27/67
706030cf3271f4eac66c5b252d7aa817,32/66
1e0508a43eff335d60da012bdcbb1eaf,30/66
726a98d91c9053ca8f01f79fd8819dcf,20/65
2cea6bef5bd08f260ec9200e715f591b,31/66
86b5cad5de851c4d0ba4f2769559e3a8,31/65
434c675b67ab088c87c27c7b0bc8ecc2,36/67
202c1309e6c4661d88afd65d72ac5c60,28/65
eba0b47c3319b2f758e23e8f5daf0479,35/66
dcb829bf43635e1395935ebbc58fc09e,30/61
639beb970f4fc348bbbfd2cff42df792,23/66
08372f20782eec9ff6b1c98e89ebaa30,11/66
f812c09fad0f55ba3dd51fae47941f99,28/64
e268e03f3dede57903f6415d196881f6,28/67
f8a9e2074414c4e921521d03966dad7b,30/67
b5aafc64828c3802372132a413267c0f,32/65
c6294df7b489011bf12bd6a92453e983,29/64
60ef1b9539b781dc56df4bbbd378f96d,27/64
6815fb8f914989549d8aea95ed98afad,31/66
7a46c7c07d7837bea27e6143131a9793,23/66
ae99a908a0eb0cafb32bb3269396779a,33/65
c999af3fbcc5fd1f52b07ebb859eff8e,28/61
e91d818b125a29af37df80a7b7cb6a91,27/64
6592982a6f9ff9b5902f132a4705106d,33/67
eae19678a171a3f39b86c00c4dd012ae,29/66
1339bd5ae622e9f2e8096d86d2d1d270,29/67
5360a156b938ec65d5bb8707f3c20eba,32/66
81ee5ce1686d73d499a2e035f3574553,17/67
751afaa5138d42b7304a8558e9912f09,31/66
e461375a9039bdc51bc8e08c068d400e,33/66
41f725c8641ecbf591cf667b2f231a4e,27/63
ed64841f9e97561c71b7420c08078d70,30/67
58d8c6f0b4bdfee2c7a9f417db23d41a,30/67
6f43bb8524a130d250e99c8eba5edf10,7/67
dc06d7bce5ad973fd1bf34cca67438a6,28/67
51bbc8536301bcd9a887484d13ea3ae7,28/66
4bdf1e407b5d2748dd4adce5c312363a,42/67
27a092ef0b7068da8052231f5dc8791a,27/67
8fc5ee965e2768adfbd53a11e89af0ca,30/64
8d3d4b9a30c40ce1d3848c53dcb48eb6,30/66
70d54230f8649e97cad62c89648ad486,19/49
cac49f5917bc9d6643da2d963b4b88c2,35/67
2bd93aa9f39bb56fe9c230cc258d79de,28/66
3e23308d074d8bd4ffdb5e21e3aa8f22,36/65
ab79d4a988b0bc28a1be665b328feebb,30/67
ec49ff74ff8d6b44685471a08b5b85bc,30/66
5d3b4ccd6644c44bb5df8af14f189f59,31/66
e5ace3863dfc6dc5a0feeb374e1cb661,29/67
a5ff0b7fd5b6cf8adcac8eb2b95dd946,27/66
70dceb5d49fb4f0435ae267672268b01,17/64
f701d69eb4e4999a8d473a9b6ac1cb7e,19/66
7ac0928608720d75ec9347c2f8d385a6,35/66
a418170307e56a0f00fe66b21c670136,30/66
694a2032d31c08f39a286a28947915bc,31/64
f66e969f29c3bfde6a96d5e2df0bee24,9/67
9ed92199e79c7e0a8f5f1164d8ac0074,21/65
9ce3758873132383f0f2b06b7d448980,23/66
2f41d97fbb04c1d54dab50d0979eb951,30/65
c0438064eab00e44e5f6e0f8fe8330ea,30/66
8e6bf8f1b3d588817517b222284be76f,27/64
d94ef3d1276fc871241db04c50ef5d4e,30/66
c074a2883762f7ce254c0aca4ab93649,33/60
6fe76be4638c850e844eb638757b88a3,30/66
8bc20ebbdcf36a68c94a919528e33609,24/67
501780d458bdac99170a606f159c4b7d,11/34
ea0af79445b3ef54f2960484759c28c4,32/66
65262acb1cd21774bd03c7be08c0a93a,32/66
efb7ec5fdbd8c1b41730e5977900f75b,33/66
289a87133c56e22dc8dfb3deecadbe69,33/66
bd235256088af0c14a3bbb7a82537441,30/67
9980d1e4b1967ce4ff87b3d289d8d5b4,30/66
3720218f1efc08dc59bb865d407d709e,33/66
33b58ed66f3cf6d8281403503876e1aa,12/63
d2e5286ee007f47f01d07a30e8304544,33/66
4f95ac0ef3fc8b998aa3f98c27c6bab5,30/66
e283cc5ae0760c6776cef948e7eab47a,15/50
8aed2ce83449c5f2f8e39dc03f1e0d00,28/66
6d5609822b3f41bcb6b998d86a6c9617,6/66
614897bdb7e75aeab860bf64cc59e7b2,43/65
fa01a38b5e5d7bc90c2dfbb9a9b34147,39/66
16b1a38b8258a124a636dd6de3065f4e,32/67
5d046248a9f77c9aea0f5311ac498702,22/54
6f0068a6a28210204ca863974a21322a,29/66
0055d6dd8c5a5852db9affb25c0d404e,16/51
f51e53bd53b0d0d93476279e42bb063c,20/66
127adea15f3c389d354bf7c81984d946,33/66
aebf16f4df021fd882eb27467bb994ad,29/67
4584d21397cb449fc437fef64f339569,30/66
f64c90da1537d7b122bd007d03b4307a,7/66
f904d260ad0ac975cc3313f17b30bd3d,10/66
c51fab7b40c9221655d77b750a183f08,22/61
8086a40c9cf4d1204b12011ec352b90b,31/66
98e2bd771d9d3585525fd035975006e6,31/67
9cde4bd4658308292eae879f23cd0387,31/65
6689f52ff1be76ad887ed848d5cbff16,28/67
6ecbf380e24698d88017b84162d2bb67,9/64
6be23370b656265b4230767c36a2f4b2,44/67
911f59de3ee0792a8dad5fd458b069b7,29/67
b85606b7efbc74d68ea45bb226e886a2,49/67
dd4ea78ff4905c2630ba5f7ec0c6910b,32/67
ff4e1b8270ee320e75d6cb855db11865,28/66
d5e81d6c4e945d2bcb3fc620f0cc0506,24/66
dce5a7dee3ac2c2d9e0a6a6146cecdeb,31/66
ae6ecb862d70a5f4540db57538edf3ea,21/66
1d6cf914caaedbbb674adb1a97fb7210,26/67
7284d0f8bcdf8bbf66f2198da970d144,21/60
2fe9dafd9fb6e78e2237f86a4175b873,10/67
07286434c7bd78aa644dc68f8cb93161,27/66
2eb7478c705ac4c5ab5957d28fe4e067,27/66
940def4d3fe02577691ce970b17cbd2c,30/66
d18f1fbbab2e0567acd9b8d664d76237,30/65
7ad85a610b7f3f98d09ea3114ae65e4e,26/66
cb91387189797b7bb01669ad0db167aa,30/66
5221e8719aee45a628f8cbd755fc574e,32/66
07b0600ba60e52d57203fb1270204f8c,27/66
5fa7b20ccddfc7377e68fbd0868908e8,29/65
cfd253420c0cb483ccb5486052f47dd2,27/63
9bcabe36e95330eeee6ac22b2c4e6453,32/67
017201048d490583b63d75390c0c40cb,32/66
6085efa7d4b58ceb9595dbe1a06bf491,32/65
4e4b09e4bd4c0a3010f899ffbb56bd15,32/65
f70aebaad97aab361da53750bba86c85,9/66
5395951b074788b0e3b215f3bce8e7ea,34/66
76b99b266e61e4652c26b5cc9ee39dd6,33/66
e648009cb8e02afac99e1356d3cdbe58,25/66
1d3cd02c690688b3901c91baab7c775b,26/66
a89c4ce01cb0bbb568f51e382c9dd14f,34/66
e64fd9a82b723ac90f93bd646e5616f0,27/59
c25f690e9ec81af9fc4005301763ff27,29/64
ff41445e5e9490851d3c5bf40920c28e,29/66
063b890d174dfd3b7df5134f8bed7447,28/67
95354a030d1a7094a489d035908fa150,26/63
3901f87882949396237d77c9a744d213,31/66
fb93f1e768137adf4b2b05282c943892,28/66
9be06f51fa984f948f302e36c964ee61,29/60
0320c3e53f94465cefa29baa5be11c67,29/66
6f7a4b22bd1003256add99b952b96b59,29/66
be587949fc99cd7f47df0ebcd10d5858,26/64
a5be0506d0638ec3e46b938c6ff7bbc6,23/58
6a20f2631bcd7983116c070bbbe4fb22,29/67
bad64b4fa7fe2aecb0e22c753f13ff00,30/67
4e01055598d04a07c2404fec15c723be,23/66
9f8e8d1369fd30166e1bb9b04989f6cb,25/66
84eee7476158a4bacb5d427c7001353d,34/65
d67f5e71e7eaf426f77ae011558781ff,7/65
1a2d66980d0e5235f07aab8968f8176a,21/59
96086568b572e6a93859c4d6e34a1b6b,31/67
e9d313b19c6bc51a2d4a21a950830129,28/65
aabc9e8c74f2cf31d9e3cadcc43843eb,33/67
1c1218e4fed2d5231b9aaf20d7e71c9c,22/56
33bacecc2e5cef2f9099c816a0dcb187,33/66
4a3895cfb4e0f57a812028fa975cb2df,27/66
bad8323eec985857e1ca0c2cc1e82af9,12/66
9178a164d950d1dd4214054019e22d28,27/65
53032925cb40acce7c58bc0edbb5f5a2,27/65
d6fc2c336522a8196b58eb9d563b41fa,40/66
9ee55e45da9df759054f48a8ca650b42,18/67
32dcd52eae61ee6eb94e8feeb265750e,39/64
4cfc0c55f3ca2034db3aeb8c61760c4c,30/67
14122c753cd7b36087c68eb6697d703a,40/67
4aec02e88e3dff0f2e7dc6c4eb2f0c5d,30/64
61529990f56c4410c15d9f69a8027d3a,28/66
1176fd0ff9c6c24849eb7c5b1581b8bd,28/66
fa4323d3c30812de3ebbe0fa2bbeca48,10/64
b1d2e058f5861fae4e8b05a16cfa3331,12/66
054563b5e2f044e95301b224a401b54a,30/67
c7205387d9c1bee067d740add3a64856,33/66
48b1d6d1ed17eca61a29146ec277496c,28/66
6939018f5ff5867c25bcace472a9fa83,28/67
39c4dd0358d0f5c0ee712491a8be88b6,11/63
60c386f19b654cb903cc6aa48631bdfa,30/66
6ad9d29ed763f7fd8b2961a4b9f2b570,19/67
2fd56dda00bb18db86e39c4dd35d3516,29/67
7d2cefad2e1720af979e0ba93a796532,30/66
91ad205ad47fd7be5289583ebc18a956,30/66
7c6e03991708e77de49da6e7b539982e,30/66
053a9b26315d3842bb3699ff9eb7db54,31/66
6125b0e76a9b2505d1962829d5be4a0e,23/64
e5a78308cdff2efb3177d97b29dfdb77,21/58
6abd17e1e777075465da97fa75799615,31/66
7af1907af3a361f9c6c136ef9c7e4856,29/66
76986324b6706743a2e57ec12a905b0c,40/67
738e77e5c7fd3a949cf9fde94c62bbb7,18/66
5c170cd2ba225d3f6b02755ea45ce249,30/65
f1c6c1349db48da9c5fc11f221e695f4,34/66
7da33015a9dc43533e768720163f3653,29/67
823b53ce74491e99fb36a7e0db12a575,28/67
7cc7bf9a558b25fd45f8598978045dac,45/67
03f55a27df4db838926b302d1bcf9d2a,30/67
2ceaade8f5cefe3fb633944dc82e02c0,28/64
c1acf268bfb820b5f13a64b15b2bbf6b,31/66
e70e42b51bd4478c3e062027309c795c,29/66
58e9906787ea6748150e7a5b77b28f98,29/65
ed45bf5f2b8e70c4c73e2f448c3b61b9,28/67
276b6218fc4c6652e6263f397dabd784,30/64
44d218e9bab7af4b9c7da4eea86bd6df,29/67
0329ba68bdc962ea4e444bc7f78620b3,33/66
7e11d6878b29b1e87f3fa48f7f3a72e6,13/65
e58d2b81fb2e8108752efbb19c5a8c61,31/66
649a9f497ac6a25a81bbf4caeb25cb33,33/66
3b20e9c6a683d08d13d155fe73342d13,31/65
425d154fe67760fbd5d091fe8ea7484d,24/65
a1dc90ab75acdb070254c716c37f0989,28/67
668991f27d16ff916ac53be3bb3b803c,26/65
f8e6fbd31f3d003bd989d5362c0030ee,28/67
8d5e8300636272bbb799cb8b8997bd5f,27/67
e95a46290c3d8d6a83ef070dba0bc162,10/65
edcdb0820a758a4b62035b52a834441d,30/66
b748214efabe1a18a37d1b2c63f7bb5e,28/65
d0667402b4cc32dce4392d60b9842513,29/67
414004f9d689960a13d72ebcce476669,29/67
d8c1c67262b650e623b69df22e46660b,30/67
68d7c044b77f9c0c21c58b0bf78d7bc1,19/48
9571278018c0e9872c33eab83f3c8f10,28/66
0bb1d227dafac779e143a491234f260d,27/64
b0cc63f32d2b6571e99aa17d80576f54,28/66
59a55dfb71baf1f1ac354b10e08c3d66,29/67
fdeca064743bfd958523ba3d5f9c3b2f,30/66
7f86256dbe41adb88929f711781f412a,32/66
17bece5bf5c5eff354077a383642ab9f,27/67
acf5f1bddc0ca7471f2bf8df36a28cf6,30/65
87ef396c699ba6c438636c1e0e0a970c,33/66
0ae4bda645cf7a4b85416b4c93c3e866,30/66
41e6e24fd830208790c38d1997f92d38,21/65
45de029928febdd71cbbc1d0b7b1b593,27/61
c7afec5cc8db3531279668dc430d77b8,33/65
66a97c1ff9a93061a6d67f68f789287f,17/66
8077c9b97a66cd1211abe89e28c42b09,30/67
91a38a4be008df8220145d038e2daa7f,33/66
1df964d676976fa3a35e9e68941bd87e,30/65
a3f6e13247d3876ae747159608239921,28/66
5d5a89ca1920f1e0f54ed656a0c2a680,29/66
bdb36d5dcc342903e089b83a0185fece,11/66
a5dcc4caf7793a1126c29c507bde411e,33/67
7e47cdc6e3bb26863f35e289a878d77d,26/67
cfff3698e1f21cdc8bd7ec2ca8bc2d22,18/66
a1fefa5f290cd0da9e00e59659a7750c,29/66
deb620f30f571efd6da1881f40ef684f,13/37
8e8bcf731669893815ebeea7ba441025,27/65
d8e5ba5495a14001863d067159324d5f,28/67
6c44620a949228152f203ea8f1b4c67c,15/44
753dbaa9ad16f1e0a4fab5a93c38e3f1,27/67
abbb30af2c5052fa5a14ce022d1ced87,30/67
0dc37f60b172cd0cc5b48813aa68ef41,30/67
5c9b863a85009a852a989589f76a0fdf,30/67
3b4f55d29567a18c06d617a9847d621e,29/66
c7949520bfd3f0f682795c16edb6d665,28/67
defe72921281cacaa2e73b2421d2cbb7,32/66
4c74676e3dd5f40014ff6568c6af1c38,35/67
a0ab0a56d029fa3d6ecfbb111cde90ab,32/66
ed9af945448febc903689bf70f5eff59,13/67
f27ffb6752051065bcd4368d06c02fab,28/67
be68ff442f04d389a71f1c6d3cddb57a,32/66
4d24ab4d3f17d6291814d04bcd33e49e,25/58
5126369c8f8b70f76d2cf74439038029,29/64
b987b1e68882a7d553e1626b4e4fa8e2,29/64
42e8ceb335e222bc7473b6cd380d6da3,30/66
6edf617b9dfb18971885f67c89a3fbdd,30/66
a43e15845fd359a83c5ef529909414a3,25/66
53689cfcd064426e7686499ff5139a13,27/65
a3dbe8e3c2e16af55b146c525efbb6d0,33/67
3691d991edc5588e43ea2a22fa506c8b,27/67
9692a91a5e1ba13faf8859ead48844f0,8/66
838e6484edbd729b41de1b05c023cd76,27/65
c72905dd02ee7ff3f2bae6e17c2c991c,32/66
4d31097913226bad0717e513bc7fcc71,32/66
7ffc99ebec026d439dc92728d3b548e6,10/67
54cd0986bb7ae8a90a640721838390cc,27/65
cd4da7f7fa384c0e8133ccea8ca03fe4,32/67
81df5641ace7df5e6ef639b196b592e1,30/67
04e734f5498edb3710d57b849cf3ec4e,32/65
37ca5eefb9bd8ca642227b867c8020dd,31/66
865e866a348a96c7f30de0405c7321a7,12/66
5ad28ca92ae38c83c9ace3c81d8765b7,31/66
a771dbd91013b524176a4f65faf71c82,39/67
900529de9df1b518c10fe2312415489b,31/67
1f83ee424cf62915b74f2fdf542371c8,30/66
ecad799871e251dbad61b9c5a101770e,26/63
ea1beabbb02f0f31d9e2f5f2f9bd9e72,30/66
d96af68590238fa73d3e84f90ab7e7ca,30/67
73a30d89f7357593345b0eff49b67f2b,35/62
7152d8b43e13b1ec650c95ed692029d3,27/66
339b1d41539a9fea27a454ca5b060b08,30/66
bfd6e20aab4a831bf3528cd5fe167ff8,24/66
bed2f424d8dd243c73f5d203f3a7c138,28/67
fbe17c0c3d3d24def0a8affd3647b918,40/66
c794e288692e05c5cea2abcf956b0fb7,31/65
c95bbab3d8281cccc61e47d9576a925d,30/66
087e3446e25871a2abdf2d8ef4296106,30/66
43adfdcf810f196c487b21784a71ae1b,39/66
6e40fa84ff26c921cb263c14883f8759,32/67
b975cd7c330387af21dba739d0b42286,27/65
4b6f2519305b8c6ead765766d6813630,28/66
aaafe78c29b12ea2a6ee7b3d6968436b,31/65
38e7df31ce8df83d2c990960ce892807,25/57
bee19576a430454f7c4c2f8e0929c8d1,31/66
ef065a92929b62e2de76fd7d560d9b70,30/67
083e9de9d9d5fa6adc86eb1ddbd49ddd,28/67
69508685d5917f0464335588cff1e8f4,30/66
313899aa4dafc1571c904b0c8ee76654,14/66
727bc43a32ee39f3e38ab0636beae531,29/66
bea9666fddb6dc9a08e1b153b687d6f0,30/67
8d44f15c10095b578a264f5c2b53f770,34/66
cbfee9eaf39036eb0ec2775d7738a816,21/61
d4b3a8f337550719145c11265bab26b1,24/67
2f49c617583e0c6f910c958fd305fcb7,22/65
a6cc6f9f7d587b036d6a043570257a37,11/66
d3b33b93fa448d017b6ee28b1ba6563f,31/66
70fe39b958a1248cccb4dab3af3fbc8c,27/66
ad2f66285467887126f02bbad4bc7837,23/65
e1cccaae3bd54128c19aff532ad1211f,28/64
73983c5baf53d62a89f5eae3729b6bee,8/67
d9567e99be7cbc137f15e5539f5c4d9f,21/65
e496204d16bb9315baec3036ed261c1b,29/66
ee26b57ec40ae1b5315da8ff9a5dd6a6,28/67
43e9289d683117e03b2beffcf8a4fa49,28/65
d37558cb8194d26954021da5fa795ea5,31/67
f4a2cfce56be7c97af23c4fd26195f00,19/66
a42f1b9b5fc0f766f9cbdb9a8d8905dd,32/66
2c72b8de3aa983dbf0db34630f11c3f1,29/64
d6191743ef91a8c064cee985a88d630f,31/66
5078a8997f3927950d36f38fee950c80,12/66
23ad57ee201bc6a1134d3c8eeb66eed7,28/67
4b075d53f9c23616448e3f67abe65496,27/67
0ed356e4d704d7017aff2859d3b8a233,29/66
1d61fe01700658067cc7eb338d8ea7b7,25/62
76a6e0bd2007ab0f0f1a8eb170498267,29/65
fa5c968c13f18960dcf6801ed3eed4bf,27/66
f7249001bc5f97b0a47b278219d659cd,31/67
c9093e4cf4bae0b50b9365d501f82a42,32/66
e31bb1d935906c297782cfc15cf80be8,31/67
f0bf9cc45b1ec10c940353bf1ec2046a,29/66
1a996eacd37e971d4b11f39e283fc5cd,27/66
5f1821ca38ea9ee6eefb97d0cf606487,26/65
af10dd4b5875a279e482053fafa465d5,23/54
b596ccc931417fc340ab7a86a97be545,27/67
7b6886fe5b508ffd787a5c2ae915c730,30/65
3a63511f3e1671dcbc2dcca8aba44c64,28/60
f8b9bbe918bb0b768d7cead2e31466b4,23/67
54e091d6d1f7e6e5534816449f0a9fa6,30/67
3b411002f7badde06100d2cb609eb4f9,7/64
8acc20d0ce56d0395bdd2705a1c456a9,28/66
48075c154434cc8c6fb81012ea23750c,31/66
b4d923c10944c4aac47a4ed770c87889,26/63
2d2dd036b52a5fdb10b20bebe72715e5,45/67
0d94e775e3c9bc39ddbff74e8dda74ca,32/67
e3c46d30ff820ae0b602cd9dec654e9e,28/67
b8efc8dc4b8cec8068ba461e8dcc96c6,30/67
3a964ebb11336093cd2f0fc5caed1c71,26/66
5f0e7e3257d08e2e4c6471dbcfcd1d31,29/64
5ed2a83dc3de8190c1b61b3e3263229f,14/37
08ac2e002e9ec859344a198ad7827479,41/67
b0b01eecd3c9f9b6b7f2227e62f185b1,12/64
989a2f7f74fa876c5a07a25e92724d65,19/66
f42b14d382522e819f8496aec1a297fb,32/65
2054db82acaaf6bb4ed8ad10fe415406,28/64
3b48392a5f08d94ce3a9ce9e9fe1b6e6,30/65
f1f8a845cf6902b467ada7a8d8e6af67,29/66
4a7a1626b6baf8c917945b8fc414c8b9,27/54
efa86c05c608e315c65dfd65322a1c52,31/66
109bfc391e1e3f4bd2adf7607a84c950,33/66
45a131bd6f9e4c458a2a8bb9057a2b65,31/66
0d8f43ac2ddd5304e620fb0acb5582b6,27/66
e7feced89f399e92f8a95f85525e8928,32/67
fefc1732238a400983d151c8deb2c9c1,27/66
f63fc5b2575666a5c9db1e56d2e3328b,32/67
c3e1eb5c24b74fea372aef9c7936972e,33/66
3fd622ad8e5fb400f2301f58fef88a82,28/67
bb8ae471e558a3431ae27dd6f863dc05,30/67
c92fcc2aba20009b10e1669a0ca99f76,32/65
c83a3ac860c34c0df17b91ea18dd44c3,39/66
41e19a0fcfb8f113468e71f5ebb4dc50,31/66
ef4268307e278b5f2d44587f20d14719,20/67
0530fdf2c563873d61ce9724b9c04c9a,27/67
1f1d3b3481c0c9b4ff70d614263d10b2,27/62
897ee417399704e52dda8d65d661c2c3,31/67
cc07e7afb7de5a8ccf3907795129d6a6,40/67
f12141c5e76ad69c6928491c4ee16a61,7/67
4ddd4b79ae90ac81fa7182bfeb80d53a,30/67
f325971c76b1c1fc1d1fb22c64da0de5,30/66
26f75ec93ecc6ce92168b408b6314fb9,33/66
4952a4bdb7849d0349cc412e0bf4a86b,23/65
1a28564b59ed912d2fd05953543a5de1,24/65
7f65db5a4815fe69186478e3ce5d1ddb,33/66
3607d2a07c6dfaf0dbc1df8587c1ee17,27/63
e2e871308e607da90c0e558f103ba2c6,22/65
cf9d826be0ee50816fb73b3451a73151,29/66
b05a5348e3c9a13b38d418ec2b5d6468,29/65
ef9702362d54244b532709bc3694fdee,28/66
9d85eb48b57d43e926efa2710827733b,33/66
fbcb3134270d40096e3c550ae2e6490b,31/66
bd2e273bf113c859a15ab990a4dd8b00,42/67
718f71095be68c974d0e24ec837f45df,41/67
471400f1ddeca3e1ecd0a28638d0ccf0,28/65
88dad436273525bda880a9f1d6f35ee9,31/66
8bb1b6b5c25cba9eb6c5cbdb7e9d5428,33/66
c7864943077ccd0fbd2f4b219d11fe2f,34/67
36aa4297573043e79dcfbee88471eb6a,31/65
c17593a254ab47ea1409eeaf2d854fe4,29/67
0f1313eef9f6662be75633829ed25933,10/67
105aef486adee4d50bf5af070393178c,8/66
63857e2f8fdac0caac12d48b534cae16,30/67
2e58a4ea986276ffbc5f87ba9215ebf3,32/66
2094f1aab959387ac5d9cf39c51c19eb,30/66
a4724cdf9c9f335ff49ba020e9483c97,28/67
4117ae763e91f92404007102a665f6c8,38/67
37159d0464a44e6c45c0c9e20630d1a1,10/65
5586fd9812f988a157704803f2b0b278,39/66
f7e6b28037c6f568bbb7b252b4fa770e,7/67
72e55cc725950bbbca823e98001d4436,30/65
57b15a736f641b1f75a7f702c3cd099d,30/67
87deed72b3678946100bd985c99723b0,23/64
848be9922d3a9c3e240202bef0499b0f,32/65
408a5ce3f0a64d02c6e74dfecde7e9f4,30/66
41bd07e1342c5c864d711cc40519fe75,30/67
3d259e6b1f5e2de07765bf99e5468f37,16/66
5b1fc69d7cef0010c7ef23288ad5e69d,31/65
0a74d197f2e0d807261fcb43b5a22ad8,31/66
08e2e064c3765614c7d7a41769fdd546,29/66
d7ee27f01c3ea0e14f0f4443a36c36f9,30/66
7ddb39ffdc41bd3322ae6d51fd3da5b5,28/65
999394f26ab6e63323649f9b017077b8,24/66
d28e7648fa0d6f61f225496b1ea037e4,31/67
30b27b765878385161ca1ee71726a5c6,36/67
2837e9478be9f0a50db9029fdfb55368,45/67
53b389cf1612d73d036a704351c1704e,9/67
359398f10fc2ca776dc884608b98e186,25/66
01b4381ba55e1e533132496851805dbb,33/67
16d2c936931d9ac76271cbdc637bb0ba,26/67
81ee4b9f8ba866217d77d027da75871d,29/67
c6fd15368b192f5e38fd9d99096b25ab,24/67
5155bc766b0233446060b7f0a33d779d,30/64
d097910c3eab94911a05ec8c817970d2,40/63
651a948a018bcc26d3c6d7aeccfe9147,33/66
e6f06c13cb1b512228b894fb3ef13875,31/65
e9062e0c60bf954b7b3ed17edb00b19b,30/67
4608212f61742ab17a7273fb315116c2,31/67
e2fdeff09e19ff6492a1d3297ff47581,45/67
0d1d7a611c67a8305d179f6cb48eb6a0,33/66
ba38da385739fb5bc93c9b8c587a3aaf,29/66
4d9321fd7d8a0d654310518738472d49,29/63
7ae66e839b76df8baa4277488c462ef7,8/66
